TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Page Count,Place
A00260,24450190,27683,STC 10349.5; ESTC S2651,Free,Church of England. Archdeaconry of Surrey.,1626,"Articles to be enquired of, by the church-vvardens, and sworne-men, in the visitation of the right worshipfull, the Archdeacon of Surrey","Church of England -- Pastoral letters and charges.; Visitations, Ecclesiastical -- England.",12,  London
A00261,99839524,3953,STC 1035; ESTC S103779,Free,"I. B., fl. 1547.; Bale, John, 1495-1563, attributed author.; Bradford, John, 1510?-1555, attributed author.",1547,A bryefe and plaine declaracion of certayne sente[n]ces in this litle boke folowing to satisfie the consciences of them that haue iudged me therby to be a fauourer of the Anabaptistes.; Brife and faythfull declaration of the true fayth of Christ,Protestantism -- Apologetic works -- Early works to 1800.; Christian life -- Protestant authors -- Early works to 1800.; Anabaptists -- Controversial literature -- Early works to 1800.,42,London
A00263,22916244,25883,STC 10356.5; ESTC S874,Free,"Church of England. Diocese of Winchester. Bishop (1597-1616 : Bilson); Bilson, Thomas, 1546 or 7-1616.",1603,"Articles to be enquired of by the church-wardens and sworne-men, within the diocesse of Winchester in the visitation of the Reuerend Father in God, Thomas Bishop of Winton, in his triennall visitation, holden 1603 in the first yeere of the raigne of Our Most Gracious Soueraigne Lord, Iames by the grace of God King of England, Scotland, France, and Ireland, defender of the faith, &c.","Church of England -- Pastoral letters and charges.; Visitations, Ecclesiastical -- England.",17,  London
A00265,23030930,26115,STC 10372.2; ESTC S2107,Free,"Church of England. Archdeaconry of Worcester.; Johnson, John, Archdeacon of Worcester.",1609,"Articles to be inquired of, by the churchwardens and sworne men within the Archdea[c]onrie of Worcester in the visitation of the R. Worshipful M. Iohn Iohnson Doctor of Divinitie, Archdeacon of the Archdeaconry of Worcester aforesaide, in this present yeare of our Lorde God, 1609.","Church of England -- Pastoral letters and charges.; Visitations, Ecclesiastical -- England.",10, London
A00267,99847124,12141,STC 10375; ESTC S111863,Free,"Church of England. Province of York. Archbishop (1570-1576 : Grindal); Grindal, Edmund, 1519?-1583.",1571,"Iniunctions giuen by the most reuerende father in Christ, Edmonde by the prouidence of God, Archbishop of Yorke primate of England, and Metropolitane, in his Metropoliticall visitation of the prouince of Yorke, aswell to the clergie, as to the laytie of the same prouince. Anno do. 1571.; Visitation articles. 1571","Church of England -- Early works to 1800.; Visitations, Ecclesiastical -- England.",46, London
A00268,99847128,12146,STC 10376; ESTC S111867,Free,"Church of England. Province of York. Archbishop (1576-1588 : Sandys); Sandys, Edwin, 1516?-1588.",1577,"Articles to be enquired off, within the prouince of Yorke, in the Metropoliticall visitation of the most reuerend father in God Edwin Archbishoppe of Yorke, primate of England and Metropolitane. In the .xix. and .xx. yeare, of the raigne of our most gratious souereigne Lady Elizabeth by the grace of God of England, Fraunce and Ireland Queene, defendor of the fayth, &c. 1577. &. 1578.; Visitation articles. 1577-1578","Church of England -- Early works to 1800.; Visitations, Ecclesiastical -- England.",18, London
A00271,99851846,17138,STC 1038; ESTC S116630,Free,"Verstegan, Richard, ca. 1550-1640.",1589,"The copy of a letter lately vvritten by a Spanishe gentleman, to his freind in England in refutation of sundry calumnies, there falsly bruited, and spred emonge the people. The originall vvhereof vvas vvritten in Spanish, since the authors being in England, vvho by reason of a ship of those that miscaried of the late Armado, vvas taken, and there detained prisoner, vntill his deliuery by ransome. Now newly translated into Englishe, for the benefite of those (of that nation) that vnderstand not the Spanishe tounge.","Great Britain -- History -- Elizabeth, 1558-1603 -- Early works to 1800.",40,Antwerp
A00275,99847131,12149,STC 10389; ESTC S111870,Free,"Whittingham, William, d. 1579, attrib. name.",1566,To my faythfull bretheren now affycted ...,Church vestments -- England -- Early works to 1800.,58,Emden
A00277,99847135,12155,STC 10390; ESTC S111875,Free,"Gilby, Anthony, ca. 1510-1585.; Pilkington, James, 1520?-1576.",1566,"To my louynge brethren that is troublyd abowt the popishe aparrell, two short and comfortable epistels. Be ye constant: for the Lorde shall fyght for yow, yowrs in Christ",Church vestments -- England -- Early works to 1800.,58,Emden
A00281,99836929,1225,STC 10393; ESTC S101105,Free,"Northampton, Henry Howard, Earl of, 1540-1614.",1574,A defense of the ecclesiasticall regiment in Englande defaced by T. C. in his replie agaynst D. VVhitgifte. Seene and allowed according to the order appoynted in the Queenes Maiesties iniunctions.,"Cartwright, Thomas, 1535-1603. -- Replye to an answere made of M. Doctor Whitgifte -- Controversial literature -- Early works to 1800.; Whitgift, John, 1530?-1604.; Church of England -- Discipline -- Early works to 1800.",200, London
A00283,99847149,12169,STC 10395; ESTC S111889,Free,"Fenner, Dudley, 1558?-1587, attributed name.; Fulke, William, 1538-1589, attributed name.; Travers, Walter, 1547 or 8-1635, attributed name.",1584,"A briefe and plaine declaration, concerning the desires of all those faithfull ministers, that haue and do seeke for the discipline and reformation of the Church of Englande which may serue for a iust apologie, against the false accusations and slaunders of their aduersaries.",Church of England -- Government -- Early works to 1800.; Reformation -- England -- Early works to 1800.,158, London
A00285,23031208,26117,STC 10404.7; ESTC S124184,Free,Church of England.,1630,Instructions for the clergie,Church of England -- Clergy.,1,S.l.
A00287,33143102,28231,STC 10406.5; ESTC S3172,Free,,1621,"The effect of a bill exhibited in Parliament by Sir Francis Englefield, Barronet",England and Wales. -- Court of Chancery -- Cases.; Broadsides -- London (England) -- 17th century.,1,London
A00289,99835829,54,STC 10406; ESTC R212270,Free,,1640,"A very lively portrayture, of the most reverend arch-bishops, the right reverend bs. of the Church of England set forth in XX. irrefragable positions, concerning their authority, power, and practise, as they onely are our diocesan lord bishops, so grounded upon Scripture, reason, and experience, by evident demonstrative practises, as their troublesome opposites, may cleerely see, how greatly they are deceived in all these. A labour undertaken for the peace of all Gods people, and for a just condemnation of al those, that cause division, and offences, contrary to the doctrine and discipline of Christs Church.","Church of England -- Bishops -- Controversial literature -- Early works to 1800.; Church of England -- History, (17th century) -- Early works to 1800.",65,London?
A00293,99855427,20920,STC 10413; ESTC S120228,Free,"Deloney, Thomas, 1543?-1600, attributed name.",1640,"A most sweet song of an English merchant, borne at Chichester To an excellent new tune.","Ballads, English -- 17th century.",2,  London
A00301,99837460,1781,STC 10423; ESTC S101652,Free,"Epictetus.; Sandford, James.",1567,"The manuell of Epictetus, translated out of Greeke into French, and now into English, conferred with two Latine translations. Herevnto are annexed annotations, and also the apothegs of the same author. By Ia. Sanford; Manual. English","Ethics, Ancient.",96, London
A00303,99837454,1775,STC 10425; ESTC S101646,Free,"Epictetus.; Cebes, of Thebes, attributed name.; Healey, John, d. 1610.",1610,"Epictetus his manuall. And Cebes his table. Out of the Greeke originall, by Io: Healey; Manual. English","Ethics, Ancient -- Early works to 1800.",178, London
A00313,24457166,27691,STC 10441.5; ESTC S2657,Free,"Erasmus, Desiderius, d. 1536.; Robertson, Bartholomew, fl. 1620.",1621,Adagia in Latine and English containing five hundred proverbs : very profitable for the vse of those who aspire to further perfection in the Latine tongue.; Adagia. Latin & English. Selections. 1621,Proverbs.,52,London
A00316,99841226,5790,STC 10443; ESTC S105498,Free,"Erasmus, Desiderius, d. 1536.; Udall, Nicholas, 1505-1556.",1542,"Apophthegmes that is to saie, prompte, quicke, wittie and sentencious saiynges, of certain emperours, kynges, capitaines, philosophiers and oratours, aswell Grekes, as Romaines, bothe veraye pleasaunt [et] profitable to reade, partely for all maner of persones, [et] especially gentlemen. First gathered and compiled in Latine by the ryght famous clerke Maister Erasmus of Roterodame. And now translated into Englyshe by Nicolas Vdall.; Apophthegmata. English",Aphorisms and apothegms.,774,London
A00320,99837483,1808,STC 10449; ESTC S101675,Free,"Erasmus, Desiderius, d. 1536.",1534,Bellum ErasmiÃ¥Ã¡ Translated into englyshe; Adagia. Chil. IV Cent. I. English,War -- Early works to 1800.,81,Londini
A00321,23225987,26402,STC 1045.5; ESTC S4124,Free,"I. B.; Bate, John.; Bennet, John, Sir, d. 1627.",1625,"The psalme of mercy, or, A meditation vpon the 51. psalme by a true penitent.",Miserere -- Meditations.,392,London
A00325,99854394,19813,STC 10450.6; ESTC S119187,Free,"Erasmus, Desiderius, d. 1536.",1519,Familiarium colloquiorum formulae. Et alia quedam per Erasmu[m] recognita; Colloquia. Selections,"Dialogues, Latin (Medieval and modern) -- Early works to 1800.",74,Londini
A00327,99841254,5823,STC 10450; ESTC S105526,Free,"Erasmus, Desiderius, d. 1536.; Lesse, Nicholas.",1550,"The censure and iudgement of the famous clark Erasmus of Roterodam: whyther dyuorsemente betwene man and wyfe stondeth with the lawe of God With diuers causes wherfore it is permitted, with the mynde of the olde doctours, wrytten by the said Erasmus in the booke of his Annotations, vpon these wordes of Paule. i. cor, vii. She is delyuered fro[m] the bond of the lawe, let her marry to whom she wyll, translated by Nycolas Lesse.; Annotationes in Novum Testamentum. English. Selections",Divorce -- Early works to 1800.,162,  London
A00329,99853331,18711,STC 10453.5; ESTC S118122,Free,"Erasmus, Desiderius, d. 1536.",1534,[Ye dyaloge called Funus]; Colloquia. Selections,Death -- Early works to 1800.,56, London
A00331,99846697,11684,STC 10454; ESTC S111331,Free,"Erasmus, Desiderius, d. 1536.",1540,"A dialoge or communication of two persons deuysyd and set forthe in the late[n] tonge, by the noble and famose clarke. Desiderius Erasmus intituled [the] pylgremage of pure deuotyon. Newly tra[n]slatyd into Englishe.; Colloquia. English. Selections","Dialogues, English -- Early works to 1800.",100,London?
A00332,99850775,16001,STC 10455; ESTC S115556,Free,"Erasmus, Desiderius, d. 1536.; Rastell, John, d. 1536.",1557,"A mery dialogue, declaringe the propertyes of shrowde shrewes, and honest wyues not onelie verie pleasaunte, but also not a lytle profitable: made by ye famous clerke D. Erasmus Roterodamus. Translated into Englyshe.",Marriage -- Early works to 1800.; Husband and wife -- Early works to 1800.; Women -- Early works to 1800.,42,  London
A00333,99857014,22673,STC 10457; ESTC S121852,Free,"Erasmus, Desiderius, d. 1536.; Burton, William, d. 1616.",1606,Seven dialogues both pithie and profitable The 1 is of the right vse of things indifferent. 2 sheweth what comfort poperie affordeth in time of daunger. 3 is betweene a good woman and a shrew. 4 is of the conversion of a harlot. 5 is of putting forth children to nurse. 6 is of a popish pilgrimage. 7 is of a popish funerall. By W.B.; Colloquia. English. Selections,"Dialogues, Latin (Medieval and modern) -- Translations into English -- Early works to 1800.",172,London
A00338,99848668,13778,STC 10460; ESTC S113434,Free,"Erasmus, Desiderius, d. 1536.; Gerrard, Philip.",1545,"A very pleasaunt [and] fruitful diologe called the Epicure, made by that famous clerke Erasmus of Roterodame, newly translated. 1545; Colloquia. English. Selections","Dialogues, English -- Early works to 1800.",94, London
A00341,99851453,16727,STC 10465.5; ESTC S116236,Free,"Erasmus, Desiderius, d. 1536.; Paynell, Thomas.",1537,The comparation of a vyrgin and a martyr; Virginis et martyris comparatio. English,Virginity -- Early works to 1800.,79,Londini
A00342,99855770,21272,STC 10466; ESTC S120574,Free,"Erasmus, Desiderius, d. 1536.; Paynell, Thomas.",1559,"The complaint of peace. Wryten in Latyn, by the famous clerke, Erasimus [sic] Roterodamus. And nuely translated into Englyshe by Thomas Paynell.; Querela pacis. Selections. English",Peace -- Early works to 1800.,96, London
A00344,99841255,5824,STC 10467; ESTC S105527,Free,"Erasmus, Desiderius, d. 1536.; Whittington, Robert, d. ca. 1560.",1532,"De ciuilitate morun [sic] puerilium per Des. Erasmum Roterodamum, libellus nunc primum & conditus & ÃŒ_ditus. Roberto VVhitintoni interprete. = A lytell booke of good maners for chyldren, nowe lately compyled and put forth by Erasmus Roterodam in latyne tonge, with interpretacion of the same in to the vulgare englysshe tonge, by Robert whytyngton laureate poete. Cum priuilegio; De civilitate morum puerilium. English and Latin","Etiquette, Medieval -- Early works to 1800.; Etiquette for children and teenagers -- Early works to 1800.",107, London
A00350,22918687,25891,STC 10470.8; ESTC S878,Free,"Erasmus, Desiderius, d. 1536.; Paynell, Thomas.",1532,De co[n]temptu mundi The dispisyng of the worlde / co[m]piled in Latyn by Erasmus Rot. ; and translated in to Englyshe by Thomas Paynell ...,Asceticism.; Monasticism and religious orders.,112,London
A00354,99841256,5825,STC 10473.5; ESTC S105528,Free,"Erasmus, Desiderius, d. 1536.",1537,"Declamatio in laudem nobilissimÃŒ_ artis medicinÃŒ_. = A declamacion in the prayse and co[m]me[n]dation of the most hygh and excellent science of phisyke, made by the ryght famous clerke doctour Erasmus of Rotherdam, and newly translated out of Latyn into Englyshe. Cum priuilegio regali; De laude medicinae. English",Medicine -- Early works to 1800.,48,  London
A00356,99845455,10357,STC 10474; ESTC S109811,Free,"Erasmus, Desiderius, d. 1536.; Hervet, Gentian, 1499-1584.",1526,"De immensa dei misericordia. A sermon of the excedynge great mercy of god, / made by ye moste famous doctour maister Eras. Rot. Translated out of Latine into Englisshe, at the request of the moste honorable and vertuous lady, the lady Margaret Countese of Salisbury.; De misericordia Domini English",God -- Mercy -- Early works to 1800.,102, London
A00358,23037037,26128,STC 10476.3; ESTC S2113,Free,"Erasmus, Desiderius, d. 1536.",1531,A treatise perswadynge a man patientlye to suffre the deth of his frende; De morte declamatio. English,Death -- Early works to 1800.,42,London
A00361,99844956,9815,STC 10477; ESTC S109306,Free,"Erasmus, Desiderius, d. 1536.; Roper, Margaret, 1505-1544.; Hyrde, Richard.",1526,"A deuoute treatise vpon the Pater noster, made fyrst in latyn by the moost famous doctour mayster Erasmus Roterodamus, and tourned in to englisshe by a yong vertuous and well lerned gentylwoman of. xix. yere of age",Lord's prayer -- Early works to 1800.,48, London
A00363,99841222,5786,STC 10479; ESTC S105494,Free,"Erasmus, Desiderius, d. 1536.; Tyndale, William, d. 1536.",1533,"A booke called in latyn Enchiridion militis christiani, and in englysshe the manuell of the christen knyght replenysshed with moste holsome preceptes, made by the famous clerke Erasmus of Roterdame, to the whiche is added a newe and meruaylous profytable preface.; Enchiridion militis Christiani. English","Spiritual life -- Modern period, 1500-.",343,  London
A00364,99836219,477,STC 1048; ESTC S100377,Free,"I. B., gentleman.; Smith, Thomas, Sir, 1513-1577. Offer and order given forth by sir Thomas Smyth knight, and Thomas Smyth hys sonne.",1572,"A letter sent by I.B. Gentleman vnto his very frende Maystet [sic] R.C. Esquire vvherin is conteined a large discourse of the peopling & inhabiting the cuntrie called the Ardes, and other adiacent in the north of Ireland, and taken in hand by Sir Thomas Smith one of the Queenes Maiesties priuie Counsel, and Thomas Smith Esquire, his sonne.","Smith, Thomas, -- Sir, 1513-1577 -- Early works to 1800.; Smith, Thomas, -- Sir, ca. 1556-1609 -- Early works to 1800.; Ireland -- Politics and government -- 16th century -- Early works to 1800.; Ireland -- Foreign relations -- England -- Early works to 1800.; England -- Foreign relations -- Ireland -- Early works to 1800.",62, London
A00374,99845541,10446,STC 10488; ESTC S109902,Free,"Erasmus, Desiderius, d. 1536.; Coverdale, Miles, 1488-1568.",1545,A shorte recapitulacion or abrigement of Erasmus Enchiridion brefely comprehendinge the summe and contents therof. Very profitable and necessary to be rede of all trew Christen men. Drawne out by M. Couerdale Anno. 1545; Enchiridion militis Christiani. English. Abridgments,"Spiritual life -- Modern period, 1500-.",74, Ausborch i.e. Antwerp
A00375,99837492,1817,STC 10489; ESTC S101684,Free,"Erasmus, Desiderius, d. 1536.",1534,"An epystell of ye famous doctor Erasm[us] of Roterdam vnto the reuerende father & excellent prince, Christofer bysshop of Basyle, co[n]cernyng the forbedynge of eatynge of flesshe, and lyke constitutyons of men. &c.; De interdicto esu carnium. English",Vegetarianism -- Religious aspects -- Early works to 1800.,136,  London
A00376,99845544,10449,STC 10490; ESTC S109905,Free,"Erasmus, Desiderius, d. 1536.",1547,"An epistle of the famous clerke Erasmus of Roterodame, concernynge the veryte of the sacrament of Christes body and bloude whyche epistle is set before the excellent boke, intytuled D. Algeri De veritate corporis et sanguinis dominici in Eucharistia.)[sic] which boke was made by the sayd Algerus aboute fyue hondred yeared passed. And nowe of late yeares, hath agayne ben ouer seen and reuysyted, by the sayde famous clerke Erasmus of Roterodame, and dedycated by hym, unto the Reuerende father Balthasar bysshop of Hyldesyn. This present epistle of Erasmus makynge is to be founde oute, in the great volume of all his epistles, pagina, 1577. Hauynge this lytell wrytynge ouer it. In Algerum.",Lord's Supper -- Early works to 1800.,36,London
A00377,99841259,5828,STC 10492; ESTC S105531,Free,"Erasmus, Desiderius, d. 1536.; Taverner, Richard, 1505?-1575.",1536,"A ryght frutefull epystle, deuysed by the moste excellent clerke Erasmns [sic], in laude and prayse of matrymony, translated in to Englyshe, by Rychard Tauernour, which translation he hathe dedicate to the ryght honorable Mayster Thomas Cromwel most worthy counseloure to our souerayne lorde kyng Henry the eyght. Cum priuilegio regali; Matrimonii encomium. English",Marriage -- Early works to 1800.,70,  London
A00378,99845547,10452,STC 10493; ESTC S109910,Free,"Erasmus, Desiderius, d. 1536.; Roy, William, fl. 1527-1531, attributed name.; Luther, Martin, 1483-1546. aut",1529,"An exhortation to the diligent studye of scripture, made by Erasmus Roterodamus. And tra[n]slated in to inglissh. An exposition in to the seventh chaptre of the first pistle to the Corinthians; Paraclesis. English","Bible. -- N.T. -- Corinthians, 1st VII -- Commentaries -- Early works to 1800.",156, Malborow i.e. Antwerp
A00380,99845556,10463,STC 10495; ESTC S109924,Free,"Erasmus, Desiderius, d. 1536.",1537,An exposicyon of the .xv. psalme made by mayster Erasmus of Rotherdame in whiche is full purely declared the pure and clene behauoure that ought to be in the pure churche of Chryst which is the multytude of all trewe chrysten people; De puritate ecclesiae Christi. English,"Bible. -- O.T. -- Psalms -- Criticism, interpretation, etc. -- Early works to 1800.",133,London
A00381,99845562,10469,STC 10498; ESTC S109931,Free,"Erasmus, Desiderius, d. 1536.",1535,"A lytle treatise of the maner and forme of confession, made by the most excellent and famous clerke, M. Eras. of Roterdame; Exomologesis. English",Confession -- Early works to 1800.,228, London
A00384,99837493,1818,STC 10500; ESTC S101685,Free,"Erasmus, Desiderius, d. 1536.; Chaloner, Thomas, Sir, 1521-1565.",1549,The praise of folie. = MoriÃŒ_ encomium a booke made in latine by that great clerke Erasmus Roterodame. Englisshed by sir Thomas Chaloner knight.; Moriae encomium. English,Folly -- Early works to 1800.,162, London
A00386,99845570,10477,STC 10503; ESTC S109940,Free,"Erasmus, Desiderius, d. 1536.; Cox, Leonard, fl. 1572.",1534,The paraphrase of Erasm[us] Roterdame vpon [the] epistle of sai[n]t Paule vnto his discyple Titus lately tra[n]slated into englysshe and fyrste a goodly prologue; Paraphrases in Novum Testamentum. English. Selections,,74,London
A00387,99837506,1832,STC 10504; ESTC S101698,Free,"Erasmus, Desiderius, d. 1536.; Marshall, William, fl. 1535.",1534,"A playne and godly exposytion or declaratio[n] of the co[m]mune crede (which in the Latin tonge is called Symbolum Apostolorum) and of the. x. co[m]maundementes of goddes law, newly made and put forth by the famouse clarke, Mayster. Erasmus of Roterdame, at the requeste of the moste honorable lorde, Thomas Erle of wyltshyre: father to the moste gratious and vertuous Quene Anne wyf to our most gracyous soueraygne lorde kynge Henry the. viii. Cum priuilegio.; Catechismus. English",Creeds -- Early works to 1800.; Ten commandments -- Early works to 1800.,357,  London
A00389,99851462,16736,STC 10505; ESTC S116245,Free,"Erasmus, Desiderius, d. 1536.",1538,"Preparation to deathe A booke as deuout as eloquent, compiled by Erasmus Roterodame.; De praeparatione ad mortem. English",Death -- Early works to 1800.,110,Londini
A00391,99855852,21359,STC 10507; ESTC S120657,Free,"Erasmus, Desiderius, d. 1536.",1543,"Here folowith a scorneful image or monstrus shape of a maruelous stra[n]ge fygure called, Sileni alcibiadis presentyng ye state [and] condicio[n] of this present world, [and] inespeciall of the spiritualite how farre they be from ye perfite trade and lyfe of Criste, wryte[n] in the laten tonge, by that famous clarke Erasmus, [and] lately translated in to Englyshe.; Adagia. Chil. III Cent. III. English",War -- Early works to 1800.,72,  London
A00392,99837514,1840,STC 10508; ESTC S101706,Free,"Erasmus, Desiderius, d. 1536.",1533,A sermon made: by the famous doctor Erasmus of Roterodame; Liturgia Virginis Lauretanae. English,"Sermons, English -- 16th century.",44,London
A00393,99845591,10500,STC 10509; ESTC S109962,Free,"Erasmus, Desiderius, d. 1536.",1536,[A ryght excellent sermon and full of frute and edificacyon of the chylde Jesus.]; Concio de puero Jesu. English,"Sermons, English -- 16th century.",52,  London
A00395,99855653,21155,STC 10511.5; ESTC S120456,Free,"Erbery, William, 1604-1654.",1640,"The great mystery of godliness Jesus Christ our Lord God and man, and man with God; one in Jesus Christ our Lord. By Mr. Erbury minister of the word.",Jesus Christ -- Mystical body -- Early works to 1800.,43,London
